id	question	answer
840	 Will Nano-Leo give permanent solution for erection problem?	Hi. For further doubts consult a sexologist online -->
841	 Every time I eat spicy food, I poop blood. Why?	Hello. I have gone through your information and test reports (attachment removed to protect patient identity). So, in view of that, there are a couple of things that I can opine upon: Hope that helps. For more information consult a general surgeon online -->
842	 Will Kalarchikai cure multiple ovarian cysts in PCOD?	Hello. I just read your query. See Kalarachi Kai choornam is helpful in amenorrhea. As far as small cysts are concerned they are unmatured eggs which failed to induce menstrual cycle previously, as a result, they got collected in the ovary and they will remain in the ovary. Now, you have got your periods you can start trying for conception. But I advise you to do it under the supervision of a nearby gynecologist because egg size is important while conception and that you can know by ovulation study. Ovulation study is performed under the supervision of a gynecologist. For gall stones, surgical intervention is required generally. Medicine is not of much help.
843	 I masturbate only by rubbing the tip of the penis. Is it a wrong way?	Hi. For further doubts consult a sexologist online -->
844	 I have dark spots on my cheeks close to eyes on both sides. What could it be?	Hello. Please send two to three clear pictures of the affected area for better evaluation and guidance. Do you have any symptoms (itching / burning) over this area?
845	 Can someone get ADHD in their teenage years?	Hello. ADHD (attention-deficit hyperactivity disorder) is a developmental condition which is noticeable since early childhood. Symptoms like hyperactivity, impulsivity, inattention will be present before the age of 12 years. Parents and teacher would have commented about it even in nursery and early primary school years. It is unlikely for someone to develop to ADHD in teenage years without having any symptoms before. Other causes like anxiety, too much stress and pressure, family, and social problems need to be ruled out. Also, important criteria for diagnosis is functional impairment like you may not be able to do well in academics and not able to achieve your potential. But you report doing well. So ADHD looks less likely. If you have any other concerns, discuss with your parents and family and consult your doctor.
846	 I am obese and my period flow is not proper. How to reduce my weight?	Hello. Your history prompts me to go through further questions. Do you have a regular menstrual cycle? Any hair growth on the face, arms which is unusual than before? Scanty periods can mean oligomenorrhea (the medical term for decreased blood flow). Weight gain, hair growth, and oligomenorrhea are typical symptoms of a condition called PCOD (polycystic ovarian syndrome) which happens in girls, and multiple cysts are present in ovaries, and this leads to these symptoms. Sugar level also gets high due to this. So I would suggest getting blood glucose level fasting done, and ultrasound abdominal to see ovaries as it is confirmed whether you have it or not as it leads to treatment strategy. Cysts in ovaries, and oily food consumption. Blood glucose, abdominal ultrasound. Metabolic syndrome. Polycystic ovarian syndrome. After getting the reports. Avoid oily food.
847	 Are hand trembling, chest pain,choking feeling and light-headedness symptoms of panic attack?	Hello. You are right, these are panic symptoms. You can get yourself checked for a thyroid function test and a clinical examination from a doctor nearby to find out if there is some other reason for these episodes, which can happen in thyroid problems. If your doctor finds your tests and examinations are normal, then you can show this as proof to your parents and seek help from a psychiatrist for these anxiety symptoms. It may take some time but let us hope they listen to you. If not, you have a right to get yourself treated for your discomfort.
848	 A 5-year-old child has stomach ache around the navel area from time to time?	Hello. I suspect three things, it is just assumption based on history. 1. Stomach ulcer, as she had pain after food and water. 2. Worm infection, need to have a look after food. 3. If non of the above, must be ruled out by investigations. Then it is called functional abdominal pain. I advise you to visit a specialist. She might require one-week antibiotics and if symptoms not settled, then endoscopy also. But the best part is to visit the pediatrician. So he can evaluate her in detail and examine her. Meanwhile, you can give symptomatic treatment. Kindly consult your doctor to discuss the suggestion and take the treatment with consent.
849	 I am suffering from severe stomach pain after having medications for headache. Kindly advice.	Hello. You have a persistent headache in the frontal part of your head. Was there fever, chills, and rigor, were you feeling like vomiting, after taking those drugs prescribed for you? Did your headache subside? The medicines given at the pharmacy are fine for malaria, but it may not have been malaria, but it could be Salmonella typhi infection, which causes typhoid fever. Worm medicine is fine in the case. I will advise you to go to a lab and do blood film for malaria parasite, do Widal test and stool microscopy culture and sensitivity. If there is salmonella infection E coli or any enterobacteria infection, the stool MCS will detect it. If there is worm infestation such as hookworm or tapeworm, it will also pick it in microscopy. You can take tablet Buscopan (hyoscine butylbromide) 10 mg thrice daily. Then get tablet Ciprofloxacin 500 mg bd (twice daily) take them for five days. You can add tablet Rabeprazole 20 mg bd in case if there is any peptic ulcer since the description of the pain and the location in your abdomen was not very precise. Enteric fever. Malaria. Intestinal spasm. PUD(peptic ulcer disease)
850	 My sciatica is heavy after a minor herniated disc L4 or L5. Why?	Hello. As it is a year old injury now I will suggest doing some physical test like McKenzie maneuver to see if the radiating symptoms stops and the pain gets centralize to the lower back. The McKenzie maneuver is simple, and you can read about it and practice it. Now I think there is still a muscle weakness which is leading to nerve root entrapment like the lateral spinal muscles, paraspinal muscles, hip muscles, etc. I advice to not use cold therapy as it is aggravating the pain symptoms. Do proper exercise which will regain the strength in the muscles and avoid nerve root entrapment. In most cases, the pain is caused due to more of the muscle weakness, and it is common in most cases to have received the symptoms back. Doing proper exercise with proper guidance can resolve the matter.
851	 Which fruits are safe to have to protect self from Nipah virus?	Hello. To prevent Nipah virus, maintain good hygiene procedures like frequent hand washing and cooking food properly before using is the best procedure. It is a brain damaging virus spreading through vertebrate animals to humans and also human to human. Prevention: This virus also shows meningitis symptoms. Homeopathic medicines for prevention: To detect the virus ELISA and PCR tests are useful. Symptoms of a headache, fever, nausea, fainting. In severe cases drowsiness and disorientation, and coma. In some cases blurred vision, vomiting, choking, fatigue and abdominal pain. According to symptoms, we can give Gelsemium and Eup per also can be given. For more information consult a homeopathy physician online -->
852	 How to know whether I am going to ovulate in this cycle or not?	Hello. It would be helpful if you can share the pictures of the ultrasound you have undergone and also the report which mentions the endometrial thickness on day 14 of your scan.
853	 Is it fine to take Coenzyme Q10 and Ashwagandha on the same day?	Hello. Coenzyme Q10 had a specific benefit. Ashwagandha is a herbal supplement with multiple actions on various biochemical and metabolic pathways. From pharmacology, Naturopathy, and Integrative Medicine perspective, I can suggest taking both the medicine together. But I suggest you have a gap of one hour between these two supplements. While consuming Ashwagandha, please drink a cup of milk or honey and water, which gives more benefit according to Ayurveda.
854	 I can see white substance globbed together on my stools after having greasy foods. Please advice.	Hello. It does not look like an infection to me. Could be due to some undigested food material. However, you have mentioned that a few tests have been performed. I would like to see the report before I comment further.
855	 Painful boil occurred at the site of pilonidal surgery. Is this recurrence of the same?	Hello. Do not worry. I will help you with your problem. As you said, you underwent surgery for pilonidal sinus two times and now you have one boil at the same site. As I can see in the image (attachment removed toprotect patient identity) it can be boil or recurrence of pilonidal sinus that may be due to infection of that local area. I will prescribe you some medicine. Please maintain local hygiene shave your hair in that area. Get back to me after five days. I will add some more medicine and local remedies. Sitz bath in luke water with Betadine twice a day, tablet Augmentin (Amoxicillin and Clavulanic acid)625 mg TDS for five days, tablet Chymoral forte TDS for five days, tablet Serradic P BD for three days, Capsule A To Z OD for 10 days.
856	 What does abutment of the nerve root mean?	Hi. I have gone through your query with diligence and would like you to know that I am here to help you. For further information consult a neurologist online -->
857	 Will Nano-Leo give permanent solution for erection problem?	Hi. For further doubts consult a sexologist online -->
858	 Every time I eat spicy food, I poop blood. Why?	Hello. I have gone through your information and test reports (attachment removed to protect patient identity). So, in view of that, there are a couple of things that I can opine upon: Hope that helps. For more information consult a general surgeon online -->
859	 Will Kalarchikai cure multiple ovarian cysts in PCOD?	Hello. I just read your query. See Kalarachi Kai choornam is helpful in amenorrhea. As far as small cysts are concerned they are unmatured eggs which failed to induce menstrual cycle previously, as a result, they got collected in the ovary and they will remain in the ovary. Now, you have got your periods you can start trying for conception. But I advise you to do it under the supervision of a nearby gynecologist because egg size is important while conception and that you can know by ovulation study. Ovulation study is performed under the supervision of a gynecologist. For gall stones, surgical intervention is required generally. Medicine is not of much help.
860	 I masturbate only by rubbing the tip of the penis. Is it a wrong way?	Hi. For further doubts consult a sexologist online -->
861	 What do to when eye was swollen following a hit?	Hello. This is a widespread scenario among children. The pain and swelling around your eyes will disappear. I recommend that you use ice packs to help faster recovery. The vision will likely improve in case you have any watering. This will happen spontaneously. I recommend that you see an ophthalmologist in case of no improvement in symptoms in a day or two. Redness, swelling, and pain can also occur due to a fracture of the orbital and facial bones. These will need repair to heal. Blurred vision can be due to various causes after injury. The most important and dangerous of these is retinal detachment and cataracts. I hope this helps you.
862	 What can be done for dryness, redness and red lines in both eyes?	Hi. People spending longer time on computer, laptop screens have greater chances of developing dry eyes. Because while using computer, blink rate is decreased to 1 to 2 time per minute. Normal blinking is necessary to keep eye surface wet and eyelids function as wipers and spread tear film on corneal surface. If you do not blink, eye surface gets dry and you will feel irritation of grittiness or mild redness. Longer time you spend on screen, more chances of developing dry eyes. So you need to slightly modify blinking habbits while working on laptop, screen. You should blink every 15 to 20 seconds to keep eyes wet. Secondly, you can use artifical tears, lubricants to minimize dryness. You can use Systane eye drop or Tears Naturale eye drop or any other tears available to you. You can use 3 to 4 times but you can also use more frequently if you feel so. There is no side effect of these drops, these are only artificial tears. I hope your problem will be solved.
863	 Can I take Agathiyar Kuzhambu for kapha vata imbalance?	Hi. Vasthi reduces vatha imbalance. But, this is not the final treatment. After the purification (detoxifying) therapy, further, follow up with herbal drugs needs to be taken based on your current clinical feature and naadi. Agasthiyar Kuzambu is given once in four months for a normal individual to detoxify body. For any specific disease conditions, it is given more frequently with suitable Anupanam. It can be given to you after careful examination. Can you consult nearby Siddha doctor? After Agasthiyar Kuzhambu, further herbal medicines need to be continued for 2 to 3 months for better benefit. We need to see directly whether it is a fungal infection. In your case, I feel, you may take Nannaari Manappaagu (syrup) one spoon mixed with water (morning, afternoon, evening) before each meal. This will remove your tongue coating.
864	 What are the ways to avoid sugar in Formula milk for a baby?	Hello. You can keep reducing the sugar content of the milk slowly slowly until you reach a stage where there is no sugar in the milk. Also, you can check for your current milk output to see if even little is there. If even a little is there, please give the child breast for sometime and if the child suckles, let him suckle. After removing from the breast you can give the child some top feeds. That way the child will not stay hungry and your milk output will also increase. Slowly slowly a stage will come wherein your milk output will be enough to satisfy the hunger of the child and you will not need top feeds.
865	 Can Trintellix cause lump in throat?	Hi. Trintellix is a type of selective Serotonin reuptake inhibitor which work by increasing serotonin levels in blood. The serotonin further treats the anxiety and panic attacks but sometimes SSRI may cause activation like rapid increase of serotonin in blood, which may lead to temporary increase in anxiety. To solve the issue, you can start with half tablet, a dose of 2.5 mg for initial five days, then make it 5 mg and continue it further. If it also does not help you, then contact your psychiatrist.
866	 I get white discharge in both nipples with small blisters and they are sore to touch?	Hi. I see that you are worried about discharge from both your breasts and you are telling it has blister-like appearance. White discharge with blister-like appearance and sore to touch generally points towards an infection, but an infection occurring simultaneously in both breasts at the same time is very rare. Another possibility, is that milk secretion from both breasts which you might think as white discharge. Do not doubt, there are certain conditions where there can be milk secretion even without pregnancy and birth, which occurs due to hormone disturbances. Need some more information too, Do you have a fever? How are your menstrual cycles? Is it regular? Is the flow high? Do you feel any small lump behind the nipples? Do you take medicines for any other problem? Do not mistake me, but your problem needs a direct clinical examination to visualize the breast, discharge and to see if there are any lumps behind the nipples. You would not be comfortable to post pictures of your discharge and blisters, so I would recommend you to visit a doctor in person and have yourself examined. Meanwhile, do the investigations I have advised and try the medicines given below. Hypothyroidism. Hyperprolactinemia. ? Breast infection. Galactorrhea. Tablet Amoxicillin + Clavulanic acid 625 mg twice daily after food for five days, tablet Aceclofenac + Serratiopeptidase two tablets twice daily after food for three days. Avoid wearing tight vests and too much sweating.
867	 Why is there itching with pain while retracting foreskin?	Hello. From your history, it seems the skin is inflamed and cannot be retracted, this is called balanitis. There is a possibility of phimosis (tightness making it difficult to retract and painful. I am not sure of his personal hygiene because if he is not cleaning it properly, it can cause some pus like particles smegma which can provide medium for infection in it. What you can do is use Augmentin 625 mg bd for 10 days, use enteral antifungal Fluconazole 200 mg daily for 10 days, tablet Ibuprofen 400 mg BD for six days. You can get triple action cream (contains combination of Corticosteroid, Antifungal and Antibiotics) that will help too. Permanent treatment for this problem is to see a doctor and get circumsicion that will solve the problem once and for all. Fungal and bacteria infection, poor personal hygiene. Swab for microscopy culture and sensitivity. Paraphimosis. Balanitis.
868	 I have a painless pimple like swelling above penis area. Why?	Hi. The pimple like small swelling you say is not painful and no other similar swelling anywhere else. Was there a history of sexual contact with an unknown woman unprotected prior to the appearance of the lesion, any swellings around your groin, the swelling, is it ulcerated? Is the color same as your normal penis colour or is it darker? Is there any pain on urination? Based on your presenting symptom, if there was a history of unprotected sex, it may be primary syphilis or penile wart because these do not come with pain. Do laboratory test such as VDRL, then you can get medications IM Procaine Penicillin 1.2 g daily for 10 days, tablet Doxycycline 100 mg BD for five days.
869	 Is it necessary to reschedule colonoscopy after taking Ayurvedic medicines?	Hello. I just read your query. You can go for your colonoscopy because these are all herbal supplements and as you have stopped all these, they will be flushed out of the body in a week. After colonoscopy, if you are re-scheduled for other investigations, then do not start these till then. Even if you are not, then you can take after two to three weeks.
870	 Does Seroquel extend the time of my derealization last longer?	Hello. Seroquel is Quetiapine and is an antipsychotic drug, but the drug is also used in mood disorders like bipolar disorder or resistant depression. The drug does not make a person schizophrenic. A lot of psychiatrists use this drug as augmentation therapy for depression or insomnia. If they have prescribed this drug, then remain relaxed. This will not cause any harm to your mental health but will help you. The drug is safe to use and has no severe side effects.
871	 I have irregular periods and waiting for pap smear. Should I worry about uterine or cervical cancer?	Hello. You should not be afraid of pap smear, having pap smear test does not mean cancer it is only a routine check-up. Your irregular cycles may be due to the hormonal problem, and there is no relation with cancer. You should do an ultrasound test of the pelvis and blood tests for sugar PP (postprandial), TSH (thyroid-stimulating), prolactin, and testosterone. Depending on the report, treatment is available.
872	 What does abutment of the nerve root mean?	Hi. I have gone through your query with diligence and would like you to know that I am here to help you. For further information consult a neurologist online -->
873	 Will Nano-Leo give permanent solution for erection problem?	Hi. For further doubts consult a sexologist online -->
874	 Every time I eat spicy food, I poop blood. Why?	Hello. I have gone through your information and test reports (attachment removed to protect patient identity). So, in view of that, there are a couple of things that I can opine upon: Hope that helps. For more information consult a general surgeon online -->
875	 Will Kalarchikai cure multiple ovarian cysts in PCOD?	Hello. I just read your query. See Kalarachi Kai choornam is helpful in amenorrhea. As far as small cysts are concerned they are unmatured eggs which failed to induce menstrual cycle previously, as a result, they got collected in the ovary and they will remain in the ovary. Now, you have got your periods you can start trying for conception. But I advise you to do it under the supervision of a nearby gynecologist because egg size is important while conception and that you can know by ovulation study. Ovulation study is performed under the supervision of a gynecologist. For gall stones, surgical intervention is required generally. Medicine is not of much help.
876	 I masturbate only by rubbing the tip of the penis. Is it a wrong way?	Hi. For further doubts consult a sexologist online -->
877	 My 1-year-old kid has -3. 5 and -2. 5 refractive error. Do he needs glasses?	Hello. First of all, let me tell you that visual development takes until the age of puberty. As your child grows, his vision parameters will change because his eyeball grows with him as he ages. So visual stability will continue to change until the age of 18-20 years old. Normally the child is born with a plus refractive error unlike the case here. Your child has a condition called myopia which is a refractive error with a minus as you said. But that is completely fixable as the child grows whether by glasses, contact lenses, or LASIK surgery if it continues and he needs to take glasses off later. The most important examination in his age is something called a red reflex. You should ask your doctor if he has done it to him. Also, I would ask about the fundus examination too. If both were normal, I would not have any concerns. I want to reassure you that your child's eyes are in good health. He just needs to be examined precisely every follow up every six months as your doctor suggested, just to make sure everything is going right and to treat anything if something happens early. The glasses will not be tolerated by a child as his age is too small, as soon as he can tolerate glasses, put them on. That could happen in two years. If you need further assistance do not hesitate to contact me.
878	 I have body pain and not interested in any work after having Uvox CR. Why?	Hello. Antidepressant take around two weeks to show their effect as this much time is required to make changes in chemicals present in the brain. The symptoms you mentioned are typical of depression. Stalopam (Escitalopram) and Uvox CR (Fluvoxamine) both are antidepressant from SSRI (selective serotonin reuptake inhibitor) group but somewhat different profile. In the next few days, you will see some relief as 10 days already passed since starting on Uvox CR. Also, check your thyroid status as you are already on Thyroxine75 mcg and check that this dose is sufficient or not. Meanwhile, do regular exercise and go for a walk for at least 45 minutes, five times a week. Maintain good sleep hygiene and spend time on your hobbies. I hope it clarifies your concern and feel free to ask if anything unanswered.
879	 I become nervous and faint when I try to masturbate. Why does this happens?	Hello. Well, in this case, the jerk you had in your first experience is called ejaculation. I am sure you did not take any libido-enhancing drug cause that may also amplify the symptoms. And usually, there is adrenalin surge during ejaculation, which can cause a sudden increase in your heart rate, nervousness and eventually tiredness during ejaculation. After the entire process is over, then eventually you will become calm. I guess your fear may be stemmed from your first experience. Those symptoms you felt are normal for every man who has sex when it is time to ejaculate. It is not a problem. It is a normal physiological respond during ejaculation. So relax, nothing to worry about you are fine. I believe your subsequent experience will make you understand that it is normal. Erotophobia, sexual anxiety.
880	 What causes numbness of foot?	Hi. I see that you need to perform the following tests to see if you have acquired diabetes and/or anemia related to vitamin B12 deficiency. In case the test results are negative and the symptoms resolve in the coming days then there is no need to worry. If the condition continues despite negative result in the tests, then I suggest taking Vitamin B complex supplement, like the one I will mention in the treatment part. FBS (fasting 8 to 10 hours), HbA1c, CBC. Neurobion tablets one tablet a day after food for two months.
881	 Can I take Carisoprodol as I am allergic to Ibuprofen?	Hello. For further information consult an allergy specialist online -->
882	 I have a harsh pain in the left side of lower abdomen. What is the cause?	Hello. Regards. For more information consult an internal medicine physician online -->
883	 Why do I have a decreased libido, improper erection, and ejaculation?	Hello. You are 50 years old, and you should get yourself checked by a physician to rule out hypertension and diabetes. These are important causes of erectile dysfunction. Reduced libido could be age-related. But if you have weak erection and early ejaculation, then drugs like Tadalafil can help. The drug will help in making strong erection and will improve the time too. Consult a psychiatrist for the prescription.
884	 How can pain on the left side of stomach be alleviated?	Hello. From your symptoms, it seems you are suffering from diverticulitis. The differential diagnosis is urinary tract infection. This can occur in elderly frequently in people who do not eat enough fibers in their diet. Also with age, our digestive system tends to get slow. You need prescription antibiotics to treat this condition. Also, if you develop other symptoms like rectal bleeding or fever or unexplained weight loss, burning pain during urination, you need to see your healthcare provider immediately to rule out other conditions. Normally, diverticulitis subsides within a few days with medication. For more information consult a family physician online -->
885	 Kindly help me get rid of my stomach problem.	Hello. For further doubts consult a medical gastroenterologist online -->
886	 I am feeling muscle and joint pain after playing rugby. Is this normal?	Hello. For further information consult an internal medicine physician online -->
887	 I have fever and body pains. Please suggest some medicines.	Hello. Please send the test results. Revert with more information to a general practitioner online -->
888	 Will Nano-Leo give permanent solution for erection problem?	Hi. For further doubts consult a sexologist online -->
889	 My wife is 50 years old and is it safe for her to take OCP to prevent pregnacy?	Hello, Welcome to icliniq.com. Though your wife is in the late part of her reproductive age and might be approaching her menopause, yet if she continues to have her menstrual cycles regularly there is a chance that she might be still ovulating and if intercourse happens in her fertile period she might conceive. It is better she takes Unwanted 72 this time. Unwanted 72 is safe for her from a medical point of view but it is not 100 percent effective in avoiding pregnancy and cannot substitute a routine contraceptive. So please do a pregnancy test also if she does not have her periods at the scheduled time. After her next periods follow up for an effective contraceptive with additional benefits for hormone replacement appropriate for her age.
890	 What does abutment of the nerve root mean?	Hi. I have gone through your query with diligence and would like you to know that I am here to help you. For further information consult a neurologist online -->
891	 Will Nano-Leo give permanent solution for erection problem?	Hi. For further doubts consult a sexologist online -->
892	 Every time I eat spicy food, I poop blood. Why?	Hello. I have gone through your information and test reports (attachment removed to protect patient identity). So, in view of that, there are a couple of things that I can opine upon: Hope that helps. For more information consult a general surgeon online -->
893	 Will Kalarchikai cure multiple ovarian cysts in PCOD?	Hello. I just read your query. See Kalarachi Kai choornam is helpful in amenorrhea. As far as small cysts are concerned they are unmatured eggs which failed to induce menstrual cycle previously, as a result, they got collected in the ovary and they will remain in the ovary. Now, you have got your periods you can start trying for conception. But I advise you to do it under the supervision of a nearby gynecologist because egg size is important while conception and that you can know by ovulation study. Ovulation study is performed under the supervision of a gynecologist. For gall stones, surgical intervention is required generally. Medicine is not of much help.
894	 I masturbate only by rubbing the tip of the penis. Is it a wrong way?	Hi. For further doubts consult a sexologist online -->
895	 How long can I take Ibuprofen for pain from broken ribs?	Hi. I hope it helps you. If you have any further query, please ask me. For further queries consult an internal medicine physician online -->
896	 I am a nursing mother and my nipples are cracked. Please advice.	Hello. Please apply Purelan 100 (Lanolin) to the cracked nipples and express the milk to prevent engorgement and feed the baby that milk (store in hygienic conditions) along with some top feeds if required. Reduce the latching of the baby to enhance healing. Till you have healed completely feed the baby expressed milk and top feeds. I hope this should help.
897	 What should I do to manage nocturnal seizures?	Hello. I understand your concern and would first recommend performing an EEG (electroencephalography) and a brain MRI to exclude any possible brain lesions that may lead to seizures. As seizures are persistent, I would recommend starting antiepileptic drugs. In this regard, considering your age, and the fact that you are overweight, I would suggest starting low dose Levetiracetam or Carbamazepine. You should discuss with your doctor on the above tests and treatment options. I hope you will find this answer helpful. I remain at your disposal for any further questions whenever you need. MRI brain, and EEG.
898	 I have erectile dysfunction inspite of having L-Arginine. Kindly advice.	Hello, Welcome to the icliniq.com. For your erectile dysfunction problem, you have to rule out organic cause like thickening of an artery supplying penis due to fat deposition. It is called atherosclerosis thickening of the artery. For that color Doppler ultrasound, penile angiography can be done. USG (ultrasound) testes and serum testosterone estimation also need to be done. I suggest you avoid stress if you are having anxiety or stressful event history (psychological cause like stress is also associated with erectile dysfunction). You have to check your blood pressure and serum cholesterol values as well. Obesity also can be responsible for erectile dysfunction. So lose your weight. Take more fruit juices, especially pomegranates juice once daily at night. Regular exercise, yoga, meditation can be beneficial. If there is no improvement in one to two months, then we will discuss further. I hope I have answered your question. Let me know if I can assist you further.
899	 What are the measures to be followed to stop nightfall?	Hello. What is your age? You need not worry for the nightfall or wet dreams. This is normal for young individual who thinks more about sexual things. Practice the following to control the nightfall. 1) Take Fenugreek (methi) with honey daily. 2) Take curd daily as it helps to sleep better without interference. 3) Gourd juice also induces better sleep. 4) Eating onions helps to reduce wet dreams. 5) Bath with oils mixed in the water can be relaxing. 6) You should relax your wandering mind. Enjoy entertainment, listen to soothing music, and read good books. 7) Avoid tea, coffee, and alcohol. 8) Eat healthy foods and drink plenty of water to help the body release toxins from the body. 9) Exercise regularly and practice yoga to keep the mind and body calm and relaxed.
900	 What does abutment of the nerve root mean?	Hi. I have gone through your query with diligence and would like you to know that I am here to help you. For further information consult a neurologist online -->
901	 Why is blood pressure normal in the morning but increases at night?	Hello. She is taking lots of medicines but still if BP is raised the possibilities may be, 1. Not reducing salt intake, not following a healthy lifestyle guidelines, and not exercising. 2. Medicines may not be taken appropriately, some over-the-counter medicines such as NSAIDs may raise blood pressure. 3. She is overweight, and as such if BP apparatus cuff bladder is less than 2/3rd of arm circumference, then BP may falsely appear high. 4. Some other disease such as hypothyroidism may be present, leading to secondary hypertension. Serum TSH (thyroid-stimulating hormone) test is advised for that. Please consider these issues while measuring BP.
902	 Kindly suggest the diet to improve my health.	Hello. An average man needs 2500 calories to maintain, and 2000 to lose one pound of weight per week. At present, you are overweight BMI is 28.7. You have to reduce, but healthily. Choose whole foods instead of processed food, and avoid sugary drinks. Keep healthy food readily available. Fruits, vegetables, lean meats, fish, eggs, and nuts. Eat more fish than meat. Use whole grain flour in baking recipes and eat in smaller plates. Calculate 2000 calories. That means eating the equivalent of six ounces of grains each day, which includes 2.5 cups of veggies, two cups of fruit, three cups of dairy, and 5.5 ounces of protein-rich foods. Divide your food out over five meals like three slightly larger meals (breakfast, lunch and dinner) and two smaller snacks.
903	 Why does my brain become hot while studying even if I take proper rest?	Hello. Left eye pain and hot feeling in your head is due to severe mechanical stress to your body because of extreme mental exertion and lack of sleep for three days. As a neurologist, my first advice will be to take some rest and be relaxed and calm. To take rest and enough sleep at least five to six hours in a day is a part of exam preparation. Sleep is a must for better and powerful performance in an exam. It will refuel and restart our brain. Sleep will help to build up and potentiate our memory. So as first advice, please maintain sleep hygiene. And take five to six hours of sound sleep in a calm, cool, and dark room. Take food on time. At present, all your symptoms are due to the same. 1) Take cold water shower. 2) Go to bed and try to sleep. 3) If still, you have problems, you can take medicine to calm down your mind like tablet Etizola (Etizolam) 0.25 mg one tablet immediately. It will give you sleep and calmness. After six hours of sleep with that tablet, you will able to restart your reading, and then you can take if needed.
904	 Which medicine should I take when uric acid level is 8. 5?	Hello. High uric acid will require diet modification followed by medical treatment if not controlled by diet. You can start diet modification like, 1. Have adequate fluid intake. 2. Avoid dry fruits, cold drinks, and chocolate. 3. Avoid broccoli, spinach, beans, and non-vegetarian diet. I would highly recommend testing uric acid once again after one month to reassess the uric acid value. As a single high value should not be the basis for starting medical treatment. Because the treatment usually has to be continued for a long period. So begin the diet modification from today, and repeat uric acid after a month, and review again for further advice. As a patient with high uric acid has an increasing tendency to form renal calculi, I will also advise sonography of abdomen and pelvis, if already not done, before the surgery. Uric acid, RFT (renal function test), sonography of abdomen and pelvis. Review after one month with the above mentioned test.
905	 My swelling that has occurred after tooth removal has not subsided. Is it due to dry socket?	Hello. It is due to traumatic extraction and lack of proper precautions taken during tooth removal. It happens either due to wrong injection technique, lack of appropriate stabilization from the jaws, particularly lower jaw. Moreover, the probability of dry socket cannot be ruled. The bad odor is due to infection of the socket. Can you please send further information like a photograph of the tooth or socket or any radiograph? Do you feel numbness in lip or tongue? Are you able to open your mouth correctly? Your inputs will help to address it properly.
906	 What does abutment of the nerve root mean?	Hi. I have gone through your query with diligence and would like you to know that I am here to help you. For further information consult a neurologist online -->
907	 Will Nano-Leo give permanent solution for erection problem?	Hi. For further doubts consult a sexologist online -->
908	 Every time I eat spicy food, I poop blood. Why?	Hello. I have gone through your information and test reports (attachment removed to protect patient identity). So, in view of that, there are a couple of things that I can opine upon: Hope that helps. For more information consult a general surgeon online -->
909	 Will Kalarchikai cure multiple ovarian cysts in PCOD?	Hello. I just read your query. See Kalarachi Kai choornam is helpful in amenorrhea. As far as small cysts are concerned they are unmatured eggs which failed to induce menstrual cycle previously, as a result, they got collected in the ovary and they will remain in the ovary. Now, you have got your periods you can start trying for conception. But I advise you to do it under the supervision of a nearby gynecologist because egg size is important while conception and that you can know by ovulation study. Ovulation study is performed under the supervision of a gynecologist. For gall stones, surgical intervention is required generally. Medicine is not of much help.
910	 I masturbate only by rubbing the tip of the penis. Is it a wrong way?	Hi. For further doubts consult a sexologist online -->
911	 Will Nano-Leo give permanent solution for erection problem?	Hi. For further doubts consult a sexologist online -->
912	 My eye swelling has not reduced even after using eye drops. Why is it so?	Hello. Antazoline is not a drug to be used every three hours, and we as ophthalmologists do not use it much. I would advise you to consult an ophthalmologist because the blurriness that you are now experiencing is more worrying than the swelling of the eyelids and redness of the eye. Please take some high-quality photos of your eye and send them. I will try and help you in the best way possible. Also, provide me with your body temperature.
913	 Why do I have pain in the center part of the stomach below the kidney?	Hello. The reason can be gastritis, which is inflammation of the stomach. Please do the mentioned test and use the medicine below until you get the test result. H.Pylori in stools. Gastritis H. Pylori infection. Ranitidine 150 mg one capsule two times per day before food. Avoid chilli food, caffeine, mint, soda drinks, chocolates, and heavy fried food. Until I see the lab results. Give two hours gap before sleep and after eating. Follow-up when you get the lab result and mention whether you are getting improvement on the prescribed medication.
914	 Does polycythemia occur due to smoking?	Hello, Welcome to the icliniq.com. You have polycythemia. It can be primary or secondary polycythemia. The primary polycythemia is the cancer of bone marrow, which means myeloproliferative neoplasm. However your total WBC count and platelet count within range. So the chance of primary polycythemia less. You have an excess smoking history. Thus smoking can lead to secondary polycythemia, which is a pure benign condition. Smoking can decrease oxygen level in blood and so compensatorily more red blood cells produced. You have to stop smoking to cure your secondary polycythemia. If you stop smoking than gradually your CBC (complete blood count) will be normal. Drink lots of water like two to three liters per day to help in your polycythemia. You may need not to use aspirin as per my opinion. I hope I have answered your question. Let me know if I can assist you further.
915	 Is surgery mandatory for breast cancer after chemotherapy?	Hello, Welcome to ilciniq.com. There is are multifilament lesion (attachment removed to protect patient identity). I suggest total mastectomy, which is complete removal of the breast. The chances of recurrence will be low in this approach.
